"ID_FGD"	"ID_HOUSEHOLD"	"FRic"	"FEve"	"FDis"	"RaoQ"
"602"	600	"602"	0	0	1.04906105662592	1.23809523809524
"603"	600	"603"	0	0	1.132985941156	1.33714285714286
"604"	600	"604"	0	0	1.04906105662592	1.23809523809524
"605"	600	"605"	0	0	1.18019368870416	1.39285714285714
"607"	600	"607"	0	0	1.04906105662592	1.23809523809524
"608"	600	"608"	0	0	1.132985941156	1.33714285714286
"610"	600	"610"	0	0	1.04906105662592	1.23809523809524
"611"	600	"611"	0	0	1.04906105662592	1.23809523809524
"613"	600	"613"	0	0	1.04906105662592	1.23809523809524
"614"	600	"614"	0	0	1.04906105662592	1.23809523809524
"616"	600	"616"	0	0	1.04906105662592	1.23809523809524
"617"	600	"617"	3.84901741551465	0.25	1.43841340821019	2.71536796536797
"618"	600	"618"	0	0	1.04906105662592	1.23809523809524
"619"	600	"619"	0	0	1.04906105662592	1.23809523809524
"620"	600	"620"	0	0	1.04906105662592	1.23809523809524
"621"	600	"621"	0	0	1.04906105662592	1.23809523809524
"623"	600	"623"	0	0	1.04906105662592	1.23809523809524
"624"	600	"624"	0	0	1.04906105662592	1.23809523809524
"626"	600	"626"	0	0	1.132985941156	1.33714285714286
"627"	600	"627"	0	0	1.04906105662592	1.23809523809524
"628"	600	"628"	0	0	4.14234807101843e-16	0
"629"	600	"629"	0	0	1.18019368870417	1.39285714285714
"630"	600	"630"	0	0	1.18019368870416	1.39285714285714
"631"	600	"631"	0	0	1.04906105662592	1.23809523809524
"632"	600	"632"	0	0	1.10643158316015	1.30580357142857
"633"	600	"633"	0	0	1.44948615067896	2.36363636363636
"634"	600	"634"	0	0	1.132985941156	1.33714285714286
"635"	600	"635"	3.84901741551465	0.25	1.57662123723685	2.87012987012987
"636"	600	"636"	0	0	1.04906105662592	1.23809523809524
"637"	600	"637"	0	0	1.18019368870416	1.39285714285714
"638"	600	"638"	0	0	1.04906105662592	1.23809523809524
"639"	600	"639"	0	0	1.04906105662592	1.23809523809524
"640"	600	"640"	0	0	1.04906105662592	1.23809523809524
"641"	600	"641"	0	0	1.04906105662592	1.23809523809524
"642"	600	"642"	0	0	1.04906105662592	1.23809523809524
"643"	600	"643"	0	0	1.132985941156	1.33714285714286
"644"	600	"644"	0	0	1.132985941156	1.33714285714286
"645"	600	"645"	0	0	1.04906105662592	1.23809523809524
"646"	600	"646"	0	0	1.132985941156	1.33714285714286
"647"	600	"647"	0	0	1.18019368870416	1.39285714285714
"648"	600	"648"	0	0	1.18019368870416	1.39285714285714
"649"	600	"649"	0	0	1.04906105662592	1.23809523809524
"650"	600	"650"	0	0	1.04906105662592	1.23809523809524
"651"	600	"651"	0	0	1.132985941156	1.33714285714286
"652"	600	"652"	0	0	1.04906105662592	1.23809523809524
"653"	600	"653"	0	0	1.04906105662592	1.23809523809524
"654"	600	"654"	0	0	1.04906105662592	1.23809523809524
"655"	600	"655"	0	0	1.04906105662592	1.23809523809524
"656"	600	"656"	0	0	1.04906105662592	1.23809523809524
"657"	600	"657"	0	0	1.04906105662592	1.23809523809524
"658"	600	"658"	0	0	1.04906105662592	1.23809523809524
"659"	600	"659"	0	0	1.18019368870416	1.39285714285714
"660"	600	"660"	0	0	0.755323960770665	0.891428571428571
"661"	600	"661"	0	0	1.04906105662592	1.23809523809524
"662"	600	"662"	0	0	1.04906105662592	1.23809523809524
"663"	600	"663"	0	0	1.04906105662592	1.23809523809524
"664"	600	"664"	0	0	1.04906105662592	1.23809523809524
"665"	600	"665"	3.84901741551465	0.25	1.57662123723685	2.87012987012987
"666"	600	"666"	0	0	1.04906105662592	1.23809523809524
"667"	600	"667"	0	0	1.04906105662592	1.23809523809524
"668"	600	"668"	0	0	1.04906105662592	1.23809523809524
"669"	600	"669"	0	0	1.132985941156	1.33714285714286
"670"	600	"670"	0	0	1.04906105662592	1.23809523809524
"672"	600	"672"	0	0	1.04906105662592	1.23809523809524
"673"	600	"673"	0	0	1.04906105662592	1.23809523809524
