"ID_FGD"	"ID_HOUSEHOLD"	"FRic"	"FEve"	"FDis"	"RaoQ"
"501"	500	"501"	0	0	1.30289326661762	3.05555555555556
"502"	500	"502"	0.753362565775127	0.333333333333333	1.74343568846432	4.18
"503"	500	"503"	0	0	2.08462922658819	4.88888888888889
"504"	500	"504"	0.753362565775128	0.2	1.36386861956455	3.19897959183673
"505"	500	"505"	0.753362565775128	0.2	1.36386861956455	3.19897959183673
"506"	500	"506"	0.753362565775128	0.1	1.36560668391641	2.71180555555556
"507"	500	"507"	0.753362565775128	0.333333333333333	1.74343568846432	4.18
"508"	500	"508"	0.753362565775128	0.166666666666667	1.22709446530989	2.857421875
"510"	500	"510"	0	0	1.5009330431435	3.52
"511"	500	"511"	0.753362565775128	0.25	1.69937316608622	3.97222222222222
"512"	500	"512"	0.753362565775128	0.25	1.69937316608622	3.97222222222222
"513"	500	"513"	0	0	1.30289326661762	3.05555555555556
"514"	500	"514"	0	0	1.30289326661762	3.05555555555556
"515"	500	"515"	0.753362565775128	0.166666666666667	1.52669353701977	3.373046875
"516"	500	"516"	0.753362565775128	0.25	1.53252324370906	3.62847222222222
"517"	500	"517"	0	0	1.75890590993379	4.125
"518"	500	"518"	0.753362565775128	0.25	1.53252324370906	3.62847222222222
"519"	500	"519"	14.8701130801698	0.428571428571429	2.27924400962743	7.25864197530864
"520"	500	"520"	0.753362565775128	0.2	1.36386861956455	3.19897959183673
"522"	500	"522"	0.753362565775131	0.166666666666667	1.40972722201133	3.1796875
"523"	500	"523"	0.753362565775127	0.333333333333333	1.74343568846432	4.18
"524"	500	"524"	0.753362565775128	0.25	1.53252324370906	3.62847222222222
"525"	500	"525"	0	0	1.5009330431435	3.52
"526"	500	"526"	0.753362565775128	0.25	1.53252324370906	3.62847222222222
"527"	500	"527"	0	0	1.5009330431435	3.52
"528"	500	"528"	0.753362565775128	0.166666666666667	1.22709446530989	2.857421875
"529"	500	"529"	0	0	1.5009330431435	3.52
"530"	500	"530"	0.753362565775128	0.25	1.53252324370906	3.62847222222222
"531"	500	"531"	0.753362565775126	0.25	1.69937316608622	3.97222222222222
"532"	500	"532"	0	0	0.90267093384844	0.916666666666667
"533"	500	"533"	0	0	1.5009330431435	3.52
"534"	500	"534"	0	0	2.34520787991171	5.5
"535"	500	"535"	0.753362565775128	0.25	1.69937316608622	3.97222222222222
"536"	500	"536"	0	0	2.34520787991171	5.5
"537"	500	"537"	0.753362565775128	0.166666666666667	1.40972722201133	3.1796875
"538"	500	"538"	0.753362565775128	0.25	1.53252324370906	3.62847222222222
"539"	500	"539"	0	0	1.75890590993378	4.125
"540"	500	"540"	0.753362565775128	0.2	1.36386861956455	3.19897959183673
"541"	500	"541"	0	0	1.5009330431435	3.52
"542"	500	"542"	0.753362565775128	0.25	1.53252324370906	3.62847222222222
"543"	500	"543"	6.5053291004216	0.4	1.97174208468133	5.11836734693878
"544"	500	"544"	0	0	1.1486732473037	2.69387755102041
"545"	500	"545"	0.75336256577513	0.166666666666667	1.40972722201133	3.1796875
"546"	500	"546"	0	0	1.1486732473037	2.69387755102041
"547"	500	"547"	0	0	1.5009330431435	3.52
"548"	500	"548"	0.753362565775128	0.25	1.53252324370906	3.62847222222222
"549"	500	"549"	0.753362565775128	0.333333333333333	1.74343568846432	4.18
"550"	500	"550"	0.753362565775128	0.25	1.53252324370906	3.62847222222222
"551"	500	"551"	0	0	1.30289326661762	3.05555555555556
"552"	500	"552"	0.753362565775128	0.333333333333333	1.74343568846432	4.18
